freq_hz	exact_dbc	moved_dbc
7.6446533203125	-144.98151327023527	-79.29299623099786
7.6904296875	-135.6216375780772	-79.27658034405276
7.7362060546875	-141.27816468827095	-79.28504946557939
7.781982421875	-141.59101655103584	-79.2949343769183
7.8277587890625	-134.8026924878796	-79.28675738387608
7.87353515625	-141.4295720594389	-79.29431805345418
7.9193115234375	-132.58630648271333	-79.26942793604972
7.965087890625	-133.46906940573024	-79.27147467394188
8.0108642578125	-150.03818974324867	-79.2894826846702
8.056640625	-136.72273747549588	-79.28278931803108
8.1024169921875	-130.44135426965548	-79.28359368357961
8.148193359375	-134.93008881495848	-79.30000830611516
8.1939697265625	-138.8889651596336	-79.29464127722669
8.23974609375	-144.75702422042244	-79.28952784086258
8.2855224609375	-135.0478029018055	-79.28653485944531
8.331298828125	-136.88768680186308	-79.29580037662592
8.3770751953125	-151.34478296148234	-79.28414652949593
8.4228515625	-135.14172352111603	-79.29587978106626
8.4686279296875	-150.14857022612975	-79.28601620890777
8.514404296875	-137.24672996897178	-79.27693199653383
8.5601806640625	-144.18967736085048	-79.28152555951552
8.60595703125	-136.61454257900928	-79.28602010998253
8.6517333984375	-134.42844758600498	-79.2981707817918
8.697509765625	-136.99733548841797	-79.28359889074709
8.7432861328125	-134.46737714338784	-79.2846394325674
8.7890625	-132.34674179629852	-79.27963582060137
8.8348388671875	-141.8954760835512	-79.2839775677259
8.880615234375	-135.61097861711994	-79.29344566232466
8.9263916015625	-136.82978919138554	-79.28318809477828
8.97216796875	-141.58802198845459	-79.2871203762629
9.0179443359375	-135.28376804188295	-79.2924664711115
9.063720703125	-130.58704799240385	-79.2759160227345
9.1094970703125	-140.15586507388926	-79.2778232933876
9.1552734375	-135.55434531078566	-79.27355908127392
9.2010498046875	-138.20099537534696	-79.27626216586624
9.246826171875	-132.85716015307304	-79.27550230084253
9.2926025390625	-138.67171755285656	-79.27064897005063
9.33837890625	-141.77199407362548	-79.27657581439372
9.3841552734375	-137.21619363514895	-79.26756931314179
9.429931640625	-135.54625156582512	-79.26561321730108
9.4757080078125	-133.5632397404976	-79.26770668639747
9.521484375	-133.46728977373022	-79.28982437257658
9.5672607421875	-139.1213831071622	-79.28452670252335
9.613037109375	-133.02633061615157	-79.28758777342946
9.6588134765625	-141.7148417799209	-79.28243503044568
9.70458984375	-139.87797040118843	-79.28355941186412
9.7503662109375	-133.9480653620203	-79.26305366123525
9.796142578125	-148.4348611101084	-79.27477663683598
9.8419189453125	-144.48521804227406	-79.26989375775729
9.8876953125	-140.8565818362116	-79.26946129550853
9.9334716796875	-139.1238835610544	-79.28094700114933
9.979248046875	-136.0463968009059	-79.27368064766009
10.0250244140625	-137.79991492705554	-79.2746623481953
10.07080078125	-137.02804950117502	-79.27272613965884
10.1165771484375	-128.31244707653138	-79.25578373010156
10.162353515625	-143.00138922788153	-79.26764828301751
10.2081298828125	-140.63741285861758	-79.27263328242523
10.25390625	-139.13710631402435	-79.26586988271345
10.2996826171875	-136.2402535179468	-79.27167224040205
10.345458984375	-134.74355403255086	-79.25627591739574
10.3912353515625	-129.35888392036634	-79.27079610331583
10.43701171875	-141.58965747257835	-79.26354125093268
10.4827880859375	-139.61481645622268	-79.2730250163106
10.528564453125	-157.66657597335805	-79.26854991821176
10.5743408203125	-132.93083008409536	-79.2764183309165
10.6201171875	-132.48071902202958	-79.25273579111452
10.6658935546875	-138.52485094379415	-79.27589701146766
10.711669921875	-151.52282878964743	-79.26992772328968
10.7574462890625	-135.269943855184	-79.25376633459572
10.80322265625	-140.11207315982892	-79.26780963110855
10.8489990234375	-136.16325271790737	-79.25851587195706
10.894775390625	-136.25928253036153	-79.25441537071606
10.9405517578125	-140.82141326624586	-79.2683779017981
10.986328125	-138.86324419017353	-79.25914210380624
11.0321044921875	-130.46546423199692	-79.28877114269261
11.077880859375	-135.71674351374298	-79.25363686789522
11.1236572265625	-138.16441776299632	-79.26465990735109
11.16943359375	-142.4789013195128	-79.26623540531457
11.2152099609375	-151.27657270428787	-79.26188614690953
11.260986328125	-130.0271785326642	-79.24090733136435
11.3067626953125	-140.10145330524176	-79.25570197116325
11.3525390625	-128.76633250687487	-79.23363800003939
11.3983154296875	-148.39408147526382	-79.26479944525616
11.444091796875	-135.09430987687387	-79.24964931704831
11.4898681640625	-134.12204028169	-79.24578894627754
11.53564453125	-149.58864618433938	-79.26304385164413
11.5814208984375	-148.08519040930145	-79.257480997696
11.627197265625	-134.36786012616497	-79.26910515644187
11.6729736328125	-131.2021482362817	-79.24318448033591
11.71875	-137.2548828189036	-79.25797805207603
11.7645263671875	-136.07567467159302	-79.26370092199451
11.810302734375	-132.96134819700592	-79.24392581118529
11.8560791015625	-134.42427267055024	-79.24293436650986
