bin	input_E2	output_E2	input_A4	output_A4	input_C7	output_C7
204	-0.47473913144009505	-0.41739333858725425	-0.473146771943546	0.08657518078534593	-0.47076884165402205	-0.3173059728878741
205	-0.47042697620098384	-0.4101545151681222	-0.4690688219364189	0.09865355647524746	-0.4691439401670957	-0.30936248079411144
206	-0.466751969174935	-0.40354254688364816	-0.46530808312956784	0.11079900861184083	-0.46286763928857183	-0.2983470801044023
207	-0.4618934297290781	-0.3958424869389093	-0.4612956789158953	0.12220877137880758	-0.4585394139727253	-0.28862955776726973
208	-0.4571734101776362	-0.3882957397195762	-0.4567539357562538	0.13417992921566968	-0.45604195543307574	-0.2800171896904027
209	-0.45270760047464853	-0.38099343247457806	-0.4508982686621179	0.14575701187017	-0.4489757921886353	-0.2686021817864299
210	-0.44697051559913353	-0.3725535251222395	-0.4461169386599117	0.1576809857723999	-0.44454052160556856	-0.25878478818392864
211	-0.44195549863851963	-0.36478949208568906	-0.44035381326175355	0.16925814269785733	-0.43959073168372836	-0.2486463211061411
212	-0.43571230276468764	-0.35594351402437086	-0.43496249755884375	0.18024732040622932	-0.43263409613670206	-0.23740047986252216
213	-0.43014698279138514	-0.3477147739224252	-0.42862279127202724	0.19156641797316967	-0.4266937707133425	-0.22672054031687228
214	-0.42339532135816355	-0.33846243538717724	-0.4227683450567771	0.20311430935965405	-0.421767807713819	-0.21655011892427511
215	-0.4172966242485364	-0.32979825435837995	-0.4166682654842222	0.2138061505125322	-0.4152934817832418	-0.20557175694218566
216	-0.4100730039855321	-0.3201860150109425	-0.4091200898111953	0.2245003326021359	-0.4071887584918353	-0.19379956150501867
217	-0.40300346500765	-0.31072586763106413	-0.4020742942545863	0.23546424572850636	-0.40085701034204213	-0.18288364799420992
218	-0.3961765861240289	-0.3014680376304712	-0.3951423068562708	0.24652268260913107	-0.39353802836008106	-0.17153131125824286
219	-0.3881809244024061	-0.29127430674717114	-0.38735503777732305	0.25703300996552064	-0.38624510563962283	-0.16016197959987602
220	-0.3808926751380711	-0.28167013292395593	-0.38006173992270775	0.26703635517768637	-0.37787291977449633	-0.14836061976099862
221	-0.37245622818712026	-0.2711559463886065	-0.3717339132993263	0.2771640883092131	-0.3716772703255826	-0.1373873216833855
222	-0.3646779481021842	-0.2611766426021017	-0.3639272397962048	0.2876795947394127	-0.3623802970807724	-0.12525440333389873
223	-0.35582894340215737	-0.2503811861567531	-0.35530699081536676	0.29668107498576346	-0.35283677454816315	-0.11311215211237514
224	-0.34760241973502004	-0.24007608317382398	-0.3465357890898066	0.306413635054219	-0.34652001790642273	-0.10196280329078912
225	-0.33835007319454635	-0.2290044668929299	-0.33776740305114156	0.31618355959204203	-0.33612377564329715	-0.08959455547060055
226	-0.32966271066290287	-0.21836610490493588	-0.3289373792558549	0.32590093990075136	-0.32768540033605115	-0.07777417736370683
227	-0.32005608663744495	-0.2070811924933613	-0.31946186266872795	0.33497386674604857	-0.3188606153382076	-0.06583910851638669
228	-0.310584050976296	-0.1959077648237071	-0.31051742029540386	0.3436062071020899	-0.3090911787753413	-0.053710838346609356
229	-0.30134495111955867	-0.18489473308856502	-0.3005563536735305	0.3521641120796073	-0.29851753053914926	-0.041486532687157275
230	-0.291141054209118	-0.17324174774481862	-0.2904950085823894	0.36055617725789757	-0.29021718207214875	-0.02956119173533569
231	-0.28151800425316814	-0.16198783493888783	-0.2810242477734639	0.36859341663962686	-0.2802922599952605	-0.01742002726186149
232	-0.2710244307963598	-0.15019205100435576	-0.2706439634050306	0.37656301748958665	-0.26929470809789846	-0.005244478235085015
233	-0.261032006924964	-0.13870871923489345	-0.26045519686392044	0.3848064019378146	-0.25947737559639605	0.006889007923437746
